duration,x^0     ,x^1     ,x^2     ,x^3     ,x^4     ,x^5     ,x^6     ,x^7     ,y^0     ,y^1     ,y^2     ,y^3     ,y^4     ,y^5     ,y^6     ,y^7     ,z^0     ,z^1     ,z^2     ,z^3     ,z^4     ,z^5     ,z^6     ,z^7     ,yaw^0   ,yaw^1   ,yaw^2   ,yaw^3   ,yaw^4   ,yaw^5   ,yaw^6   ,yaw^7   
0.800000,1.500000,0.000000,0.000000,0.000000,-1.351987,2.946828,-2.513117,0.790032,0.000000,0.000000,0.000000,0.000000,10.982972,-25.402726,21.977629,-6.908963,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000
0.800000,1.418726,-0.225040,-0.108030,0.124923,-0.275488,0.344391,-0.253876,0.079809,0.487049,1.000119,-0.399296,-1.427899,3.039930,-3.234824,2.220191,-0.697947,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000
0.800000,1.183711,-0.369613,-0.113433,-0.008083,0.020063,0.018164,-0.025647,0.008062,0.921319,0.304872,0.122865,0.325994,-0.436992,-0.061116,0.224285,-0.070507,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000
0.800000,0.820422,-0.523966,-0.064885,0.025328,-0.016587,0.008666,-0.002591,0.000814,1.255750,0.418820,-0.192887,-0.177637,0.274436,-0.119514,0.022657,-0.007123,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000
0.800000,0.368228,-0.598974,-0.033737,0.012856,0.007033,-0.002250,-0.000262,0.000082,1.454100,0.117894,-0.087099,0.065570,-0.107055,0.036722,0.002289,-0.000720,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000
0.800000,-0.123869,-0.618839,0.011561,0.019459,-0.003084,0.000927,-0.000026,0.000008,1.494877,-0.036432,-0.143694,-0.028863,0.049588,-0.017351,0.000231,-0.000073,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000
0.800000,-0.602543,-0.567435,0.051060,0.015369,0.000510,-0.000570,-0.000003,0.000001,1.373660,-0.255418,-0.110466,0.020095,-0.018832,0.007259,0.000023,-0.000007,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000
0.800000,-1.015922,-0.456357,0.086977,0.013340,-0.001780,0.000094,-0.000000,0.000000,1.103586,-0.417250,-0.097293,0.006426,0.010305,-0.003385,0.000002,-0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000
0.800000,-1.319211,-0.295034,0.112639,0.008244,-0.001406,-0.000117,-0.000000,0.000000,0.713921,-0.546404,-0.059619,0.017754,-0.003223,0.001466,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000
0.800000,-1.479542,-0.102102,0.126428,0.002998,-0.001873,0.000000,-0.000000,-0.000000,0.246892,-0.611305,-0.021879,0.016824,0.002642,-0.001321,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000
0.800000,-1.479542,0.102102,0.126428,-0.002998,-0.001873,0.000117,0.000000,-0.000000,-0.246892,-0.611305,0.021879,0.016824,-0.002642,0.001466,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000
0.800000,-1.319211,0.295034,0.112639,-0.008244,-0.001405,-0.000094,0.000000,-0.000000,-0.713921,-0.546404,0.059619,0.017754,0.003224,-0.003383,0.000002,-0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000
0.800000,-1.015922,0.456357,0.086977,-0.013340,-0.001779,0.000571,0.000002,-0.000001,-1.103586,-0.417250,0.097293,0.006426,-0.010298,0.007273,0.000018,-0.000007,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000
0.800000,-0.602543,0.567435,0.051060,-0.015369,0.000518,-0.000911,0.000020,-0.000008,-1.373660,-0.255418,0.110466,0.020095,0.018901,-0.017218,0.000176,-0.000073,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000
0.800000,-0.123869,0.618839,0.011561,-0.019459,-0.003007,0.002401,0.000199,-0.000082,-1.494877,-0.036432,0.143694,-0.028863,-0.048912,0.038038,0.001741,-0.000720,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000
0.800000,0.368228,0.598974,-0.033737,-0.012856,0.007799,-0.007176,0.001970,-0.000814,-1.454100,0.117894,0.087099,0.065570,0.113747,-0.106487,0.017229,-0.007123,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000
0.800000,0.820422,0.523966,-0.064885,-0.025328,-0.009012,-0.003418,0.019503,-0.008062,-1.255750,0.418820,0.192887,-0.177637,-0.208192,0.067837,0.170554,-0.070507,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000
0.800000,1.183711,0.369613,-0.113433,0.008083,0.095047,-0.198423,0.193057,-0.079809,-0.921319,0.304872,-0.122865,0.325994,1.092739,-1.958313,1.688312,-0.697947,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000
