duration,x^0     ,x^1     ,x^2     ,x^3     ,x^4     ,x^5     ,x^6     ,x^7     ,y^0     ,y^1     ,y^2     ,y^3     ,y^4     ,y^5     ,y^6     ,y^7     ,z^0     ,z^1     ,z^2     ,z^3     ,z^4     ,z^5     ,z^6     ,z^7     ,yaw^0   ,yaw^1   ,yaw^2   ,yaw^3   ,yaw^4   ,yaw^5   ,yaw^6   ,yaw^7   
3.000000,0.500000,0.000000,0.000000,0.000000,-0.023148,0.013726,-0.003159,0.000271,-1.000000,0.000000,0.000000,0.000000,0.018519,-0.010981,0.002527,-0.000217,0.000000,0.000000,0.000000,0.000000,0.009259,-0.005491,0.001263,-0.000108,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3.000000,0.250000,-0.164474,0.000000,0.019493,-0.012183,0.008041,-0.002527,0.000271,-0.800000,0.131579,-0.000000,-0.015595,0.009747,-0.006433,0.002022,-0.000217,0.100000,0.065789,-0.000000,-0.007797,0.004873,-0.003216,0.001011,-0.000108,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
