duration,x^0     ,x^1     ,x^2     ,x^3     ,x^4     ,x^5     ,x^6     ,x^7     ,y^0     ,y^1     ,y^2     ,y^3     ,y^4     ,y^5     ,y^6     ,y^7     ,z^0     ,z^1     ,z^2     ,z^3     ,z^4     ,z^5     ,z^6     ,z^7     ,yaw^0   ,yaw^1   ,yaw^2   ,yaw^3   ,yaw^4   ,yaw^5   ,yaw^6   ,yaw^7   
3.000000,0.000000,0.000000,0.000000,0.000000,0.032407,-0.019217,0.004422,-0.000379,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.700000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3.000000,0.350000,0.230263,-0.000000,-0.027290,0.017057,-0.011257,0.003538,-0.000379,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.700000,-0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
