duration,x^0     ,x^1     ,x^2     ,x^3     ,x^4     ,x^5     ,x^6     ,x^7     ,y^0     ,y^1     ,y^2     ,y^3     ,y^4     ,y^5     ,y^6     ,y^7     ,z^0     ,z^1     ,z^2     ,z^3     ,z^4     ,z^5     ,z^6     ,z^7     ,yaw^0   ,yaw^1   ,yaw^2   ,yaw^3   ,yaw^4   ,yaw^5   ,yaw^6   ,yaw^7   
0.800000,0.600000,0.000000,0.000000,0.000000,-0.540795,1.178731,-1.005247,0.316013,0.000000,0.000000,0.000000,0.000000,4.393189,-10.161090,8.791052,-2.763585,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.800000,0.567490,-0.090016,-0.043212,0.049969,-0.110195,0.137756,-0.101551,0.031924,0.194820,0.400048,-0.159718,-0.571159,1.215972,-1.293930,0.888077,-0.279179,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.800000,0.473484,-0.147845,-0.045373,-0.003233,0.008025,0.007266,-0.010259,0.003225,0.368528,0.121949,0.049146,0.130398,-0.174797,-0.024447,0.089714,-0.028203,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.800000,0.328169,-0.209586,-0.025954,0.010131,-0.006635,0.003466,-0.001036,0.000326,0.502300,0.167528,-0.077155,-0.071055,0.109774,-0.047806,0.009063,-0.002849,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.800000,0.147291,-0.239590,-0.013495,0.005142,0.002813,-0.000900,-0.000105,0.000033,0.581640,0.047158,-0.034840,0.026228,-0.042822,0.014689,0.000916,-0.000288,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.800000,-0.049548,-0.247536,0.004624,0.007784,-0.001234,0.000371,-0.000011,0.000003,0.597951,-0.014573,-0.057478,-0.011545,0.019835,-0.006941,0.000092,-0.000029,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.800000,-0.241017,-0.226974,0.020424,0.006148,0.000204,-0.000228,-0.000001,0.000000,0.549464,-0.102167,-0.044186,0.008038,-0.007533,0.002904,0.000009,-0.000003,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.800000,-0.406369,-0.182543,0.034791,0.005336,-0.000712,0.000038,-0.000000,0.000000,0.441434,-0.166900,-0.038917,0.002570,0.004122,-0.001354,0.000001,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.800000,-0.527684,-0.118013,0.045055,0.003298,-0.000562,-0.000047,-0.000000,0.000000,0.285568,-0.218562,-0.023848,0.007102,-0.001289,0.000586,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.800000,-0.591817,-0.040841,0.050571,0.001199,-0.000749,0.000000,-0.000000,-0.000000,0.098757,-0.244522,-0.008752,0.006729,0.001057,-0.000528,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.800000,-0.591817,0.040841,0.050571,-0.001199,-0.000749,0.000047,0.000000,-0.000000,-0.098757,-0.244522,0.008752,0.006729,-0.001057,0.000586,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.800000,-0.527684,0.118013,0.045055,-0.003298,-0.000562,-0.000037,0.000000,-0.000000,-0.285568,-0.218562,0.023848,0.007102,0.001290,-0.001353,0.000001,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.800000,-0.406369,0.182543,0.034791,-0.005336,-0.000712,0.000228,0.000001,-0.000000,-0.441434,-0.166900,0.038917,0.002570,-0.004119,0.002909,0.000007,-0.000003,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.800000,-0.241017,0.226974,0.020424,-0.006148,0.000207,-0.000365,0.000008,-0.000003,-0.549464,-0.102167,0.044186,0.008038,0.007560,-0.006887,0.000070,-0.000029,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.800000,-0.049548,0.247536,0.004624,-0.007784,-0.001203,0.000960,0.000080,-0.000033,-0.597951,-0.014573,0.057478,-0.011545,-0.019565,0.015215,0.000696,-0.000288,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.800000,0.147291,0.239590,-0.013495,-0.005142,0.003119,-0.002870,0.000788,-0.000326,-0.581640,0.047158,0.034840,0.026228,0.045499,-0.042595,0.006892,-0.002849,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.800000,0.328169,0.209586,-0.025954,-0.010131,-0.003605,-0.001367,0.007801,-0.003225,-0.502300,0.167528,0.077155,-0.071055,-0.083277,0.027135,0.068222,-0.028203,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.800000,0.473484,0.147845,-0.045373,0.003233,0.038019,-0.079369,0.077223,-0.031924,-0.368528,0.121949,-0.049146,0.130398,0.437096,-0.783325,0.675325,-0.279179,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.800000,0.567490,0.090016,-0.043212,-0.049969,0.186711,-0.600759,0.764425,-0.316013,-0.194820,0.400048,0.159718,-0.571159,1.380520,-5.106625,6.685025,-2.763585,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
